年;月;日;时;分;秒;纬;经;mw
2011;9;13;13;48;4;32.19;85.36;3.65
2011;9;16;16;28;20;32.76;85.46;4.4
2011;9;18;19;17;28;27.76;88.38;3.98
2011;9;19;4;35;14;27.83;88.26;3.65
2011;9;21;11;38;55;43.23;87.61;3.65
2011;9;23;0;4;59;33.7;87.99;4.44
2011;9;30;12;8;16;31.32;94.08;4.22
2011;10;6;2;26;3;42.12;86.92;3.76
2011;10;7;3;29;32;28.01;88.29;3.98
2011;10;18;23;55;43;37.97;98.09;3.76
2011;10;21;7;56;11;34.82;84.99;3.87
2011;10;25;8;41;58;40.65;77.56;4.46
2011;10;26;2;2;40;40.2;77.23;3.65
2011;10;29;1;49;8;27.49;88.45;3.87
2011;10;30;13;38;54;27.01;92.26;3.98
2011;11;4;22;21;0;35.54;76.52;3.65
2011;11;4;23;43;42;26.12;99.46;3.76
2011;11;14;14;10;6;29.35;105.19;3.65
2011;11;21;6;56;22;39.22;75.91;3.65
2011;11;27;4;4;50;43.13;84.35;3.98
2011;11;27;10;1;22;34.04;88.08;4.3
2011;12;10;19;45;1;43.61;82.59;3.54
2011;12;15;11;44;43;38.94;75.36;4.03
2011;12;18;21;35;25;27.86;88.21;3.98
2011;12;27;7;25;40;39.86;97.44;3.44
2011;12;28;11;18;47;35.05;85.97;3.76
2011;12;30;6;14;26;28.51;87.75;3.44
2012;1;3;20;36;48;35.82;77.26;3.33
2012;1;7;6;21;17;36.03;89.95;3.65
2012;1;7;23;11;3;41.87;88.57;3.44
2012;1;8;13;33;49;29.64;102.1;3.54
2012;1;9;21;9;52;39.6;73.8;3.98
2012;1;11;17;53;47;41.65;79.36;3.65
2012;1;16;17;44;26;30.79;109.97;3.87
2012;1;17;10;40;25;39.62;73.72;3.87
2012;1;25;18;37;39;39.05;110.64;3.87
2012;2;12;4;22;22;32.56;93.28;3.76
2012;2;14;13;41;23;27.2;87.9;3.65
2012;3;9;14;43;56;38.1;75.52;3.76
2012;3;10;9;37;21;38.31;93.86;3.54
2012;3;14;20;48;27;35.76;81.69;4.32
2012;3;17;20;50;7;30.1;96.98;4.79
2012;3;20;6;24;46;39.91;75.84;4.46
2012;3;20;7;34;4;42.37;86.81;4.4
2012;3;25;5;26;45;39.43;81.39;3.11
2012;3;27;14;42;39;28.77;92.26;3.98
2012;4;4;22;32;52;31.94;103.03;4.16
2012;4;7;13;16;17;34.04;89.97;4.09
2012;4;8;9;44;21;33.15;119.16;4.28
2012;4;10;15;34;48;33.18;87.2;4.28
2012;4;11;1;21;17;42.15;87.99;3.87
2012;4;11;5;59;58;39.76;75.51;3.54
2012;4;11;19;32;11;33.06;86.87;3.98
2012;4;14;20;50;54;34.24;79.77;4.22
2012;4;26;13;41;58;34.13;88.61;4.22
2012;5;4;3;17;54;42.14;84.77;4.16
2012;5;8;18;50;46;22.41;102.29;4.09
2012;5;9;15;11;45;39.6;75.38;4.34
2012;5;13;8;30;32;43.27;84.46;4.22
2012;5;14;15;36;58;34.46;81.93;3.65
2012;5;14;17;57;11;22.7;100.29;4.71
2012;5;14;19;22;59;32.83;79.56;3.65
2012;5;19;6;32;22;33.82;87.1;4.34
2012;5;19;8;47;11;33.85;87.01;3.87
2012;5;19;11;41;33;33.87;87.21;4.22
2012;5;19;18;8;3;35.56;88.18;4.34
2012;5;20;8;49;1;32.67;85.95;4.22
2012;5;21;8;3;42;33.87;87.18;3.76
2012;5;29;10;9;52;33.18;89.64;4.09
2012;6;15;4;19;51;31.21;103.22;4.32
2012;6;18;4;31;38;39.07;110.51;4.09
2012;6;21;19;17;53;32.19;104.98;3.98
2012;6;22;2;28;6;32.02;95.02;3.98
2012;6;22;3;43;39;32.16;94.95;4.34
2012;6;29;22;22;29;28.14;101.08;4.28
2012;6;30;2;51;4;31.32;103.7;3.87
2012;7;17;20;18;46;28.99;102.49;3.65
2012;7;25;12;57;3;41.82;81.68;4.28
2012;7;31;11;27;48;39.76;73.66;4.56
2012;8;9;7;36;39;30.52;94.86;3.87
2012;8;10;14;49;20;34.52;82.46;3.76
2012;8;11;15;44;41;28.55;86.89;4.32
2012;8;12;11;47;29;35.8;82.63;3.44
2012;8;12;13;38;11;35.93;82.49;4.34
2012;8;12;23;18;34;36.04;82.72;4.71
2012;8;14;17;30;8;31.5;102.99;4.21
2012;8;14;22;51;29;35.71;82.58;3.54
2012;8;27;20;8;1;35.08;89.48;3.44
2012;9;8;12;20;50;27.6;104.28;3.87
2012;9;9;22;7;22;37.01;78.75;4.09
2012;9;17;18;21;56;27.69;103.97;4.3
2012;9;18;9;37;51;27.63;104.03;4.28
2012;9;18;12;26;20;27.35;88.67;4.53
2012;9;27;13;59;50;39.58;105.83;4.67
2012;10;2;18;40;43;27.0;93.02;3.54
2012;10;2;18;51;38;26.98;93.01;4.56
2012;10;12;18;8;38;40.96;76.87;3.54
2012;10;14;8;15;28;31.98;84.9;3.87
2012;10;18;22;4;45;30.86;99.82;3.54
2012;10;20;19;33;37;34.98;103.62;3.98
2012;10;24;21;7;42;28.77;94.39;4.34
2012;10;28;5;44;16;28.85;94.18;3.76
2012;10;30;19;42;39;30.88;110.68;3.76
2012;11;3;8;40;54;38.77;93.07;3.98
2012;11;9;19;54;29;25.44;102.55;3.65
2012;11;15;12;52;20;27.34;100.27;3.65
2012;11;16;16;58;0;27.99;93.21;4.09
2012;11;17;4;52;5;27.29;103.58;3.87
2012;11;18;6;26;13;39.36;73.85;4.28
2012;11;18;16;6;10;37.55;75.95;3.33
2012;11;26;10;20;49;39.2;106.01;3.65
2012;11;27;12;11;43;36.01;82.8;3.65
2012;12;2;4;11;60;39.11;106.02;3.76
2012;12;2;18;42;51;37.36;105.96;3.54
2012;12;7;5;43;16;39.0;75.46;3.98
2012;12;25;18;18;51;39.25;74.66;4.09
2013;1;22;15;49;24;34.21;80.31;4.21
2013;2;19;8;25;40;28.27;104.82;4.32
2013;2;24;15;16;42;29.96;94.75;3.98
2013;4;20;15;20;52;30.19;102.99;4.32
2013;4;25;18;21;9;27.48;103.26;3.98
2013;6;1;15;54;49;24.11;97.94;4.56
2013;6;7;21;55;17;43.11;80.13;4.56
1995;12;6;22;16;35;39.88;69.94;4.89
1995;12;9;13;25;42;18.39;100.46;5.39
1995;12;21;16;29;60;19.54;99.06;5.14
1995;7;9;20;33;39;21.78;99.09;5.14
1995;7;20;20;44;27;36.37;68.92;4.71
1995;6;17;21;9;21;23.14;94.14;4.77
1995;4;9;10;16;41;24.5;94.66;4.55
1995;2;10;7;49;21;36.2;69.08;4.71
1995;1;29;3;56;46;45.03;100.12;4.67
1994;11;25;21;2;10;21.52;93.35;4.79
1994;6;9;20;36;47;37.04;71.28;5.6
1994;5;17;9;2;59;25.6;95.03;3.98
1994;5;29;14;35;57;20.5;94.15;4.67
1994;4;15;9;44;21;34.59;74.16;4.56
1994;1;7;9;25;49;34.85;71.08;4.89
1993;12;26;8;45;53;38.55;68.98;4.96
1993;8;17;22;56;40;25.99;95.55;4.32
1993;5;14;2;39;18;20.52;94.72;4.96
1993;3;11;4;21;33;38.58;69.79;4.67
1993;3;17;13;37;12;23.54;95.82;4.09
1993;3;29;1;17;32;21.94;103.09;5.26
1993;3;30;13;57;12;21.93;103.09;5.26
1992;9;6;14;10;59;32.64;76.43;4.67
1992;9;15;17;7;32;21.39;93.8;4.79
1992;8;23;7;15;8;42.02;73.54;5.02
1992;5;1;8;56;3;38.49;69.76;4.89
1992;5;16;9;20;3;40.95;72.49;4.83
1992;4;23;17;15;5;22.32;98.9;5.33
1992;4;28;21;3;6;22.4;98.99;5.26
1992;4;30;18;21;35;38.47;69.69;4.44
1991;8;20;8;46;33;37.46;72.08;5.29
1991;8;23;7;36;30;36.48;68.84;5.14
1991;5;17;17;23;24;36.46;68.8;4.89
1991;4;22;8;48;30;30.06;79.72;4.67
1991;3;16;3;57;45;34.47;72.48;4.56
1990;5;5;13;49;28;45.63;104.39;5.14
1989;4;7;21;45;25;20.62;100.52;5.14
1988;8;17;14;56;35;39.37;72.32;5.08
1987;8;8;12;2;14;38.56;71.39;4.65
1985;9;30;16;19;53;17.11;93.97;4.89
1984;5;6;15;19;14;24.18;93.53;5.99
1983;4;30;17;28;48;25.77;96.91;4.52
1981;11;9;9;37;24;35.51;73.64;4.89
1981;7;12;8;45;42;32.78;76.13;4.95
1981;4;9;17;19;34;28.08;84.64;4.74
1981;4;14;2;4;24;39.03;71.66;4.74
1981;4;14;3;3;5;39.03;71.62;4.95
1980;5;1;5;39;4;33.03;76.0;4.84
1980;3;13;17;32;47;38.64;70.87;4.41
1979;10;3;11;35;14;18.17;94.87;5.61
1979;2;18;6;16;14;23.1;95.82;5.26
1979;2;19;16;45;27;37.77;71.78;4.96
1978;11;8;0;57;47;39.39;72.2;5.27
1977;6;19;22;15;58;39.43;71.6;4.74
1976;3;21;12;3;1;39.22;71.56;4.84
1975;9;11;23;7;46;20.78;99.22;4.74
1974;11;16;16;18;34;33.01;76.23;5.06
1974;7;23;3;6;31;22.01;93.31;4.95
1974;2;19;21;30;5;37.75;69.55;4.74
1973;7;26;4;20;44;38.99;70.67;4.3
1972;9;17;17;37;50;35.93;73.4;5.59
1972;9;29;6;21;20;52.47;95.13;4.95
1972;6;27;15;59;34;36.28;69.61;4.95
1971;7;17;15;0;56;26.47;93.13;5.5
1967;3;2;9;51;48;41.58;71.44;4.63
1966;7;6;11;57;29;39.02;71.25;4.95
1965;9;22;4;24;50;20.68;99.33;5.93
1965;4;10;14;11;23;37.55;73.16;5.28
1965;1;23;22;2;55;35.89;73.3;5.39
1964;9;30;8;54;30;15.38;96.16;5.28
1964;7;3;14;10;30;34.09;74.92;5.17
1964;7;7;21;12;37;35.6;73.37;4.95
1964;1;29;5;45;36;39.58;72.56;4.52
1962;2;20;22;2;42;26.1;97.0;6.27
1962;9;12;20;57;0;36.32;68.98;6.3
1959;8;27;23;53;18;25.09;96.13;5.71
1959;11;2;13;15;40;21.54;92.43;5.73
1958;10;28;5;22;53;25.22;96.19;5.53
1955;12;14;10;51;52;21.82;92.66;6.21
1952;3;19;9;4;18;38.87;125.83;6.35
1952;4;30;1;49;12;26.62;95.07;5.45
1949;10;20;2;21;32;46.38;94.01;5.6
1946;3;31;11;30;52;19.8;92.4;5.67
1945;5;19;5;2;55;24.71;91.35;5.75
1943;12;6;6;10;9;15.41;94.02;5.59
1939;5;19;18;51;31;50.5;98.0;5.6
1939;6;19;0;42;40;36.96;71.36;5.6
1938;5;6;3;41;12;24.21;94.24;5.5
1936;8;20;23;32;33;36.58;70.92;5.6
1935;4;23;16;45;36;24.18;94.38;5.77
1935;5;12;5;20;20;37.23;71.28;5.58
1935;5;13;19;53;45;19.69;101.1;6.35
1934;2;12;11;30;59;19.77;101.38;6.23
1934;9;8;6;44;56;38.5;71.0;5.6
1934;11;15;23;14;42;36.5;71.0;5.6
1933;3;6;13;5;35;26.0;90.5;5.6
1933;3;22;2;22;55;42.5;73.5;5.6
1933;3;23;17;38;20;48.0;104.0;6.0
1933;7;3;15;9;5;19.0;97.0;5.6
1933;12;2;2;15;16;36.5;69.5;5.6
1933;12;9;7;52;10;36.5;69.5;5.6
1932;3;6;0;17;56;25.5;92.5;5.6
1932;3;24;16;8;36;25.0;90.0;5.6
1932;3;27;8;44;40;24.5;92.0;5.6
1932;6;2;19;44;50;47.5;102.5;5.6
1932;7;9;11;11;51;49.0;93.0;5.6
1932;10;29;11;8;49;39.5;72.0;6.0
1931;2;10;1;22;54;25.5;96.0;5.6
1931;9;6;5;38;7;18.5;96.0;5.6
1931;10;18;7;6;40;26.0;98.0;5.6
1930;5;5;13;46;2;17.86;96.43;7.47
1930;6;17;20;7;22;43.5;102.5;5.6
1930;9;22;14;19;11;25.0;94.0;6.2
1929;10;24;6;34;13;22.0;118.0;6.5
1927;5;10;19;59;20;52.0;88.5;5.6
1926;3;22;16;24;10;36.0;70.0;5.6
1923;9;14;12;57;31;48.0;96.0;6.2
1922;5;2;11;10;53;20.05;98.25;6.71
1915;4;30;1;44;54;44.0;101.0;6.5
1997;8;16;7;29;1;36.38;69.39;4.32
1996;1;4;5;49;36;22.69;94.67;3.98
1996;1;16;21;51;59;41.04;72.56;3.98
1996;2;5;12;16;55;18.99;96.05;4.32
1996;2;5;14;36;9;21.37;97.44;4.89
1996;4;18;11;54;34;38.32;69.71;5.02
1996;4;21;1;9;51;34.72;73.3;3.98
1996;5;23;23;51;16;32.82;76.47;4.4
1996;5;24;16;23;45;34.43;72.26;4.09
1996;6;22;18;39;34;21.37;103.68;4.65
1996;6;27;11;58;34;23.14;94.1;4.32
1996;6;30;23;42;30;24.18;94.4;5.02
1996;8;18;2;48;6;25.9;90.2;4.44
1996;8;24;20;2;43;19.97;97.89;4.96
1996;8;30;16;43;37;36.7;70.89;4.44
1996;9;14;0;22;60;32.72;76.31;5.02
1996;9;14;2;12;10;30.75;78.25;4.9
1996;9;25;7;12;25;30.52;78.67;5.02
1996;9;28;13;14;23;19.49;103.12;5.14
1996;9;30;7;39;52;36.2;70.99;4.56
1996;11;9;7;8;47;22.21;92.46;4.21
1996;11;12;4;20;59;29.96;77.24;4.56
1996;11;14;9;50;17;35.81;69.22;4.79
1996;12;17;23;40;35;22.75;93.93;4.32
1996;12;23;9;39;32;26.25;90.64;4.3
1997;1;18;16;27;54;38.76;70.6;4.71
1997;2;25;15;59;21;38.3;71.32;3.98
1997;5;14;18;11;30;47.16;92.89;4.65
1997;5;17;15;28;22;37.45;69.2;4.65
1997;7;31;20;9;1;23.86;93.08;4.22
1997;9;21;13;18;35;20.88;98.8;4.21
1997;11;23;12;57;57;26.22;96.08;4.79
1997;12;30;11;54;9;25.06;96.47;5.2
1998;1;27;1;14;54;39.27;72.23;3.98
1998;2;10;8;48;38;36.82;69.86;4.4
1998;2;12;17;26;33;37.04;69.98;4.32
1998;2;18;1;13;54;37.1;70.19;4.09
1998;4;29;16;31;16;36.7;69.47;4.89
1998;5;6;19;56;16;17.81;94.37;5.08
1998;5;26;9;8;36;36.83;69.86;3.98
1998;5;30;6;33;14;37.1;70.1;5.14
1998;5;30;6;52;23;37.13;70.15;4.56
1998;5;30;7;2;35;37.19;69.94;3.86
1998;5;30;7;36;29;37.02;70.04;4.21
1998;5;30;7;42;31;37.16;70.02;4.56
1998;5;30;13;4;1;37.27;70.06;4.34
1998;5;30;18;27;4;37.13;70.07;4.32
1998;5;30;23;42;37;37.11;70.03;4.21
1998;5;31;11;4;25;37.26;70.12;4.09
1998;5;31;12;54;55;37.22;70.21;4.44
1998;6;1;11;44;16;37.01;69.99;5.02
1998;6;1;13;42;10;37.32;70.18;4.83
1998;6;3;9;1;3;37.33;70.06;4.59
1998;6;4;21;59;18;37.2;70.13;5.02
1998;6;5;2;31;30;37.15;70.07;4.77
1998;7;9;9;20;47;18.14;95.35;4.65
1998;7;31;18;41;5;37.22;70.11;4.44
1998;8;30;16;7;41;37.3;69.64;5.02
1998;9;13;0;14;41;24.06;95.95;4.71
1998;9;28;19;7;20;37.67;69.18;4.53
1998;9;29;21;41;46;37.41;70.19;4.44
1998;10;17;9;24;48;32.54;76.73;4.4
1998;11;9;22;58;43;39.29;72.61;4.21
1998;12;6;22;41;3;49.26;94.31;4.56
1998;12;21;15;4;35;22.39;92.93;4.83
1999;1;19;0;27;26;27.11;96.92;3.98
1999;2;8;9;3;0;22.58;92.88;4.89
1999;2;8;9;50;39;22.06;92.97;4.71
1999;3;16;1;51;4;37.75;69.91;4.65
1999;3;27;10;20;8;38.35;68.69;4.77
1999;3;31;3;19;21;19.71;101.59;4.77
1999;11;4;17;12;21;17.93;94.33;3.65
1999;11;8;21;45;18;31.29;77.27;4.44
1999;11;17;1;10;39;36.97;69.92;4.83
1999;7;5;21;44;15;23.02;93.58;4.77
1999;7;28;17;55;3;25.84;93.48;4.21
1999;8;19;20;47;1;39.29;69.21;4.83
1999;9;12;9;0;11;31.15;77.76;4.16
1999;9;12;20;18;29;36.24;69.36;4.79
1999;6;27;12;25;55;40.05;69.91;4.4
1999;5;9;21;38;7;36.75;73.21;5.31
1999;5;16;12;21;31;22.75;94.93;4.09
2000;2;26;4;4;37;28.5;82.1;4.71
2000;8;11;9;37;58;38.9;70.16;4.44
2001;2;5;12;46;58;20.38;99.29;3.54
2002;9;26;11;35;7;42.06;71.58;4.65
2001;1;20;12;49;18;23.3;93.7;4.41
2002;6;5;17;22;45;18.63;94.39;4.09
2002;11;2;15;23;38;35.42;74.92;4.83
2002;11;16;16;55;51;16.85;95.98;4.79
2002;12;27;14;34;26;35.61;74.51;3.65
2003;5;17;9;29;46;37.11;68.67;4.65
2003;8;3;18;33;11;22.84;92.37;3.98
2003;8;24;14;46;41;24.88;96.26;4.46
2003;9;11;4;26;7;35.5;74.4;4.77
2003;9;21;18;26;28;19.79;95.32;4.52
2003;10;17;6;26;13;22.45;91.9;3.76
2004;2;14;11;56;59;34.78;73.12;5.33
2005;10;8;5;34;54;34.21;73.61;6.0
2005;10;15;6;52;15;34.09;73.52;4.83
2005;10;7;13;41;32;38.67;70.1;3.76
2005;10;9;16;48;60;34.72;73.57;3.98
2005;12;5;6;32;41;37.8;74.03;3.98
2005;11;6;7;50;50;34.7;73.11;3.98
2006;1;10;12;59;54;40.23;70.99;3.51
2006;1;13;7;14;47;34.16;73.77;4.77
2006;1;20;11;42;33;34.86;73.08;4.22
2006;2;21;10;59;14;29.51;81.46;4.71
2006;1;4;11;9;31;17.05;95.71;4.21
2006;1;10;7;56;56;38.19;69.73;3.76
2005;12;31;6;31;44;25.73;90.38;4.21
2006;2;3;9;14;11;35.97;73.87;4.4
2006;4;22;16;6;37;34.66;73.09;3.75
2006;4;30;13;47;27;20.01;93.67;3.76
2006;5;5;8;14;25;34.61;73.26;3.28
2006;6;20;10;39;23;34.62;72.87;3.75
2006;4;4;9;16;44;34.65;72.98;3.87
2006;4;8;14;50;7;34.31;73.66;3.65
2006;4;11;1;7;8;24.48;91.22;3.51
2006;5;8;7;40;59;37.37;72.89;3.33
2006;7;4;0;40;59;37.77;72.17;3.75
2006;5;21;13;7;21;38.55;68.94;3.65
2006;7;12;1;3;41;23.26;94.65;4.3
2006;8;31;5;36;10;26.18;89.78;3.75
2006;8;30;7;16;19;36.25;72.91;3.51
2006;7;3;23;0;5;36.05;73.24;3.28
2006;7;26;23;44;10;35.92;71.22;3.63
2006;7;31;12;32;15;35.52;69.99;3.54
2006;5;14;4;36;17;22.98;93.74;4.71
2006;12;17;20;57;41;39.31;72.71;3.86
2006;10;4;21;34;57;29.76;80.65;3.86
2006;1;3;21;1;51;34.87;73.21;3.65
2006;1;26;6;54;43;24.32;94.66;3.76
2006;2;8;16;54;36;23.14;94.4;3.87
2006;2;24;1;37;9;15.01;93.41;4.21
2006;4;15;13;39;5;29.49;81.2;3.4
2006;5;3;20;23;5;36.52;70.15;3.65
2006;6;3;13;11;50;25.01;95.57;3.76
2006;10;22;0;28;49;26.5;96.14;3.33
2006;12;12;17;37;5;23.5;94.1;3.54
2006;12;30;22;53;22;23.05;94.36;3.65
2007;1;1;19;44;54;34.27;73.18;4.22
2007;1;24;8;55;26;25.4;95.88;3.54
2007;1;26;2;56;49;41.14;71.55;3.76
2006;3;3;7;44;9;19.62;95.41;4.65
2006;3;7;19;31;21;35.06;71.14;3.87
2006;3;20;19;30;32;34.99;73.98;3.44
2006;3;22;4;21;5;34.85;73.55;3.44
2006;3;24;4;7;48;24.0;94.55;3.86
2006;3;26;6;59;12;34.63;73.27;4.09
2006;3;30;6;37;3;34.67;73.11;3.17
2006;4;29;19;51;16;38.85;69.46;3.65
2006;5;9;13;30;23;33.05;76.99;4.65
2006;6;26;4;18;48;34.86;74.39;3.75
2006;7;6;23;44;8;39.29;71.53;4.59
2008;2;6;23;37;26;34.67;73.38;3.63
2008;2;3;12;49;16;33.86;73.39;3.28
2008;5;15;21;40;26;38.16;68.79;4.4
2008;5;28;3;38;23;22.81;94.14;3.4
2006;9;23;3;9;19;38.28;72.7;4.28
2008;2;2;16;42;39;34.75;73.37;3.65
2008;2;7;18;1;46;34.32;74.03;3.05
2008;9;27;3;29;10;21.15;92.68;4.09
2007;2;7;17;57;59;35.05;72.89;3.65
2007;2;11;16;38;59;27.19;97.04;3.22
2007;2;12;15;53;57;29.4;81.35;3.51
2008;5;20;19;10;28;28.35;83.67;3.63
2007;3;11;16;16;44;36.7;68.96;3.54
2007;3;12;12;41;38;36.75;68.8;3.44
2007;3;25;4;1;16;15.11;93.68;3.63
2009;1;7;0;19;46;27.05;95.02;3.54
2008;9;18;20;33;19;25.17;96.58;3.54
2007;4;20;22;25;59;35.96;71.29;3.44
2008;10;5;23;15;36;40.65;73.54;3.86
2008;10;16;16;59;7;21.82;92.66;3.54
2008;10;16;17;53;53;15.75;96.08;4.09
2008;10;30;8;32;35;16.03;94.65;3.65
2008;10;30;12;22;36;16.01;94.59;5.02
2008;11;8;15;34;58;24.52;94.68;3.54
2008;12;18;12;15;49;24.17;95.23;3.76
2009;1;1;16;37;21;24.92;92.0;3.44
2008;8;1;14;45;35;21.89;92.14;3.54
2007;5;22;15;8;29;26.51;96.47;3.54
2007;5;30;11;17;35;35.9;71.14;3.76
2007;6;4;4;59;58;38.31;69.42;3.87
2007;6;7;10;9;25;27.3;96.98;3.98
2007;6;29;23;23;59;25.4;96.79;5.2
2008;4;6;17;11;21;34.82;74.2;3.33
2008;4;25;17;27;37;23.47;91.6;3.54
2009;2;25;3;4;53;37.33;71.39;3.98
2009;2;28;13;11;14;38.06;69.99;3.44
2009;3;7;21;13;22;26.45;96.87;3.54
2007;7;28;1;0;34;22.84;92.39;3.98
2007;8;6;1;32;11;34.65;73.34;3.65
2007;8;12;13;25;59;34.82;73.19;4.77
2009;4;14;11;26;8;38.09;71.4;3.54
2007;9;6;23;47;13;25.12;95.34;3.76
2007;9;19;9;46;9;38.28;70.73;3.98
2007;9;18;9;1;51;19.71;93.5;5.14
2007;10;8;17;44;3;24.09;96.1;3.44
2007;10;18;22;9;21;23.54;92.1;3.4
2007;10;20;10;10;23;23.7;91.73;3.98
2007;10;24;7;56;1;39.67;70.51;4.67
2007;11;2;21;25;42;33.27;76.36;3.65
2007;11;3;6;13;7;24.01;92.6;3.65
2007;11;20;15;26;26;22.27;92.5;3.54
2007;11;25;17;39;44;22.78;92.32;3.63
2007;12;2;13;21;25;20.8;93.52;3.87
2007;12;13;10;56;38;23.53;94.54;3.98
2007;12;31;18;31;18;40.85;71.85;3.87
2008;1;1;10;48;25;40.14;72.75;3.76
2008;1;3;14;10;20;33.18;75.93;3.51
2009;6;21;10;18;47;39.45;70.81;3.98
2009;6;29;9;23;24;37.01;70.95;3.98
2008;12;5;15;51;36;38.93;70.32;4.09
2009;2;27;9;19;11;37.19;71.29;4.09
2009;3;20;4;35;26;35.13;72.26;4.09
2008;3;10;22;25;13;26.36;96.23;3.63
2009;7;22;21;35;47;19.83;93.55;4.09
2009;8;26;7;26;44;38.99;70.61;4.9
2009;7;9;1;38;6;37.78;71.38;3.87
2009;7;23;17;1;21;39.51;72.24;3.65
2009;8;11;6;50;41;15.03;93.05;3.87
2009;8;30;2;41;7;18.45;94.22;4.28
2009;9;18;22;34;21;19.34;94.87;4.09
2009;9;5;3;19;13;16.17;93.69;4.67
2009;10;3;22;46;25;38.26;71.22;4.09
2009;12;11;16;22;17;21.04;92.41;4.09
2009;12;26;3;38;9;18.43;94.53;3.76
2010;1;29;1;26;10;24.94;93.65;3.65
2009;12;3;11;9;38;39.12;72.8;4.09
2008;2;24;17;7;35;28.23;83.68;3.63
2010;3;14;6;53;22;32.1;75.8;4.28
2010;3;28;8;49;51;25.68;90.39;3.98
2010;4;9;9;53;7;27.3;95.74;3.54
2010;4;11;14;0;36;36.21;69.0;3.87
2010;4;26;10;37;43;35.29;75.3;4.67
2010;5;9;3;15;10;27.13;95.78;3.98
2010;3;13;9;57;42;36.48;69.9;3.65
2010;5;3;5;42;55;36.02;71.28;3.87
2010;6;12;16;13;7;23.42;90.98;3.98
2010;6;29;22;1;17;18.15;94.65;3.98
2010;7;21;4;59;38;36.26;70.97;4.19
2010;7;21;0;38;41;35.9;70.81;3.98
2010;7;25;8;57;8;16.49;94.61;4.34
2010;7;26;19;13;28;26.47;91.48;4.09
2010;8;14;14;15;42;36.13;69.02;4.4
2010;8;19;14;21;34;36.73;69.94;4.22
2010;8;27;14;42;55;35.94;73.46;4.4
2010;9;11;3;10;42;33.7;75.4;4.71
2010;10;8;8;29;33;39.34;70.1;4.44
2010;9;21;8;36;11;33.75;75.22;3.98
2010;10;30;9;16;3;18.42;94.72;4.21
2010;6;18;3;20;41;16.94;94.76;3.98
2010;7;25;13;31;57;16.26;94.68;3.98
2010;9;12;0;56;41;33.67;75.21;3.87
2010;9;20;15;37;43;34.84;73.0;3.54
2010;9;26;1;35;59;37.08;72.92;3.76
2010;11;5;7;56;50;16.87;92.39;4.3
2009;2;10;4;54;53;26.16;97.74;3.33
2011;1;3;10;53;48;18.66;94.71;4.28
2009;6;29;20;33;40;24.22;93.14;3.65
2009;8;16;18;17;2;27.15;88.39;3.54
2009;9;23;2;1;21;26.58;88.96;3.54
2010;6;28;19;23;7;19.82;98.47;3.76
2009;4;10;15;34;39;25.95;90.99;3.87
2011;2;24;7;30;29;36.18;69.0;4.09
2011;2;12;10;22;45;23.35;90.93;4.53
2011;2;27;17;59;19;34.6;74.26;3.54
2011;3;19;7;4;56;36.29;69.46;4.67
2011;4;21;3;42;42;36.08;69.06;4.83
2011;4;26;17;0;33;25.1;92.98;4.77
2011;4;19;13;39;37;23.72;92.62;4.09
2011;5;15;15;32;48;26.03;96.41;4.21
2011;5;7;21;7;40;36.19;70.84;4.09
2011;4;17;9;27;4;35.12;75.09;3.54
2011;5;18;14;21;55;33.84;75.39;3.65
2011;6;5;12;48;22;35.19;71.77;3.87
2011;8;17;23;52;3;36.4;69.31;4.9
2011;7;2;4;10;7;26.96;96.38;3.87
2011;7;3;17;48;60;19.81;94.1;3.44
2011;8;13;2;18;9;35.21;72.11;3.76
2011;8;21;17;43;38;15.07;94.32;4.21
2009;11;8;13;47;18;26.27;96.45;3.98
2009;11;17;7;53;1;23.79;95.18;3.65
2009;11;19;8;3;12;25.85;90.94;3.87
2009;12;6;21;49;48;29.23;80.64;4.09
2010;1;3;21;8;15;26.66;94.03;3.44
2010;1;15;13;38;43;21.69;91.9;3.98
2010;1;31;16;35;5;22.62;93.16;3.87
2010;2;27;22;54;54;26.01;96.42;3.87
2010;3;28;10;48;48;25.73;90.45;3.87
2010;4;30;14;12;44;37.91;69.47;3.76
2010;5;17;4;17;4;14.98;93.52;3.65
2010;5;27;22;34;40;24.72;95.48;4.19
2010;8;9;20;29;41;22.36;95.78;3.65
2010;9;18;15;11;0;27.19;96.45;3.87
2010;10;21;8;8;40;22.47;95.42;3.98
2010;11;24;22;8;45;21.36;93.2;3.76
2010;12;10;13;37;60;24.56;96.22;4.09
2010;12;29;14;3;58;25.5;92.45;4.09
2011;1;26;21;7;55;15.22;94.13;3.44
2011;2;18;20;15;23;43.1;104.32;3.44
2011;2;22;13;18;23;24.95;92.92;3.98
2011;3;6;17;47;4;24.16;94.02;3.33
2011;3;22;5;10;54;28.34;83.05;4.09
2011;5;3;14;38;57;23.37;90.72;4.16
2011;5;15;6;48;32;34.9;72.71;4.28
2011;6;20;2;38;28;35.1;75.46;4.89
2011;6;21;2;4;14;35.01;75.59;4.89
2011;6;30;21;45;38;25.79;93.15;3.65
1961;6;12;9;58;19;21.48;106.04;5.68
2011;8;16;21;32;19;26.09;96.57;3.87
2011;11;2;5;55;17;36.66;68.71;4.53
2011;10;18;0;40;9;34.54;75.59;3.87
2011;11;5;4;45;6;24.49;90.23;3.44
2011;11;20;8;20;32;25.56;95.43;3.98
